ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PE-4875","10","Impulso que se ha dado a las islas verdes, dirigida a la sra. consejera de turismo, industria y comercio.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4876","10","Medidas para mejorar el sector primario de lanzarote, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4877","10","La reunión mantenida con la comisión europea para la exención del tipo mínimo del 15% en el impuesto de sociedades, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4878","10","Los objetivos de la estrategia de energía eólica marina, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4936","10","Entidades, personas y órganos que van a constituir la comisión canaria para la educación y formación permanente de personas adultas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4879","10","La instalación de una planta de reciclaje de recursos geológicos con planta de valoración de áridos reciclados y fábrica de hormigón preparado en el puerto de arrecife, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4880","10","Cumplimiento de la pnlc sobre el tiro deportivo, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4881","10","Actuaciones realizadas en la graciosa en 2021, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4882","10","Efectividad de la convocatoria de las ayudas al transporte de estudiantes de estudios superiores de las islas no capitalinas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4883","10","Datos de la línea de atención a la conducta suicida en funcionamiento desde el 10 de mayo, respecto a la comunidad autónoma de canarias, dirigida al sr. consejero de sanidad.","2022-05-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4884","10","Los trabajos del proyecto de patología mental común, que se inicia con el objetivo de realizar una labor preventiva y evitar la cronicidad, dirigida al sr. consejero de sanidad.","2022-05-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4885","10","Activación de un servicio a menores con graves trastornos de conducta financiado con 4,2 millones de euros para 14 plazas, dirigida al sr. consejero de sanidad.","2022-05-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4831","10","La situación actual del aru de titerroy, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4832","10","La situación actual del aru de valterra, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4833","10","Los inconvenientes para el desarrollo de la energía mareomotriz, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-05-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4834","10","Medidas previstas para mejorar los resultados de la vendimia de lanzarote de 2021, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-05-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4944","10","Cuantificación de la aportación de la pesca de recreo a la soberanía alimentaria, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4945","10","Reuniones mantenidas con los afectados en el sector de la pesca profesional en relación a la normativa zec, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4946","10","Reuniones mantenidas con los afectados en el sector de pesca de recreo en relación a la normativa zec, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4947","10","Actuaciones en relación a los pescadores de recreo que acusan movilidad reducida para que cuenten con lugares habilitados para la práctica de su actividad, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4948","10","El nombramiento de funcionarios de carrera del proceso selectivo para el ingreso por el turno libre al cuerpo administrativo (grupo c-subgrupo c1) de la administración general del gobierno de canarias, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-06-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4949","10","Número de personas solicitantes de la prep, dirigida al sr. consejero de sanidad.","2022-06-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4950","10","Colaboración, aportaciones económicas, organizativas o promocionales concretas al carnaval de santa cruz de tenerife, dirigida a la sra. consejera de turismo, industria y comercio.","2022-06-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4951","10","Existencia de casos de violencia de género en niñas menores de 18 años, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-06-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4857","10","Actuaciones para paliar la brecha digital de las pymes y autónomos, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4858","10","Actuaciones para paliar la brecha digital por falta de competencias digitales entre la población canaria, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4859","10","Actuaciones para paliar la brecha digital por falta de conectividad, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4860","10","El incremento de la contratación de trabajadores fijos discontinuos, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4861","10","La reducción de contratos de trabajadores a tiempo completo, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4825","10","La certificación iso 9001 del ayuntamiento de puerto del rosario en el momento que la presidencia del servicio canario de empleo dictara la resolución n.º 10940/2021, de 22 de diciembre de 2021, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-04","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4826","10","La certificación iso 9001 del ayuntamiento de puerto del rosario para el desarrollo de la resolución n.º 10940/2021, de 22 de diciembre de 2021, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-04","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4827","10","El objetivo fijado de conseguir, durante 2022, 26000 unidades de competencia a través del instituto canario de las cualificaciones, dirigida al gobierno.","2022-05-05","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4828","10","Medios del instituto canario de las cualificaciones para conseguir el objetivo fijado de 26000 unidades de competencia, dirigida al gobierno.","2022-05-05","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4829","10","Plazo para conseguir el objetivo de las 26000 unidades de acreditaciones de las cualificaciones profesionales, dirigida al gobierno.","2022-05-05","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4906","10","Previsión de algún tipo de ayuda, subvención o inversión en el distrito de anaga de santa cruz de tenerife en el presente ejercicio presupuestario, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-05-31","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4937","10","Uso que se está dando a las instalaciones de la escuela unitaria del puerto de la estaca, el hierro, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4938","10","Previsión de cesión de uso de las instalaciones de la escuela unitaria del puerto de la estaca al ayuntamiento de valverde, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4939","10","Motivo de la no cesión de las instalaciones de la escuela unitaria del puerto de la estaca para su uso en actividades culturales como ha solicitado el ayuntamiento de valverde, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4940","10","Medidas previstas para reparar los desperfectos de las obras ejecutadas en el mirador de jinama, dirigida a la sra. consejera de turismo, industria y comercio.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4941","10","Fecha prevista para la puesta en funcionamiento de la sala de congresos y auditorio de la peña, dirigida a la sra. consejera de turismo, industria y comercio.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4942","10","Fecha prevista para la apertura del museo arqueológico de valverde, dirigida a la sra. consejera de turismo, industria y comercio.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4943","10","Motivos por los que no se han puesto en marcha las obras de rehabilitación del poblado del pozo de las calcosas, dirigida a la sra. consejera de turismo, industria y comercio.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4848","10","Razón por la que las obras del paseo marítimo de puerto del rosario están paradas, dirigida a la sra. consejera de turismo, industria y comercio.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4849","10","Fecha en que deben estar terminadas las obras del paseo marítimo de puerto del rosario, dirigida a la sra. consejera de turismo, industria y comercio.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4850","10","Requisitos o condiciones administrativas y temporales asociadas a la financiación que deben cumplir las obras del paseo marítimo de puerto del rosario,  dirigida a la sra. consejera de turismo, industria y comercio.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4851","10","Las consecuencias de no terminar a tiempo las obras del paseo marítimo de puerto del rosario, dirigida a la sra. consejera de turismo, industria y comercio.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4852","10","La razón por la que las obras de la avenida-bulevar de primero de mayo, en puerto del rosario, estén ejecutadas solo al 3%, dirigida a la sra. consejera de turismo, industria y comercio.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4853","10","Fecha en que deben estar terminadas las obras de la avenida-bulevar de primero de mayo, en puerto del rosario, dirigida a la sra. consejera de turismo, industria y comercio.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4854","10","Requisitos o condiciones administrativas y temporales que deben cumplir las obras de primero de mayo, en puerto del rosario, para cumplir con la financiación, dirigida a la sra. consejera de turismo, industria y comercio.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4855","10","Constancia del cumplimiento con el planeamiento municipal del proyecto y la obra de primero de mayo, en puerto del rosario, dirigida a la sra. consejera de turismo, industria y comercio.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4856","10","Las consecuencias de no terminar a tiempo las obras de la avenida-bulevar de primero de mayo, en puerto del rosario,  dirigida a la sra. consejera de turismo, industria y comercio.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4953","10","Obras que se encuentran incluidas en el protocolo general con el gobierno de españa por el que se definen las actuaciones a seguir para el cumplimiento de la directiva 2000/60/ce, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-06-06","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4954","10","Obras incluidas en el protocolo general con el gobierno de españa por el que se definen las actuaciones a seguir para el cumplimiento de la directiva 2000/60/ce, que se pretenden financiar con cargo a los fondos europeos, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-06-06","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4955","10","Importe al que asciende la financiación con cargo a los fondos europeos para la ejecución de las obras vinculadas para dar cumplimiento a la directiva 2000/60/ce, por la que se establece un marco comunitario de actuación en el ámbito de la política de aguas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-06-06","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4956","10","Importe al que ascienden las sanciones impuestas por los incumplimientos de la directiva 2000/60/ce del parlamento europeo y del consejo, de 23 de octubre de 2000, por la que se establece un marco comunitario de actuación en el ámbito de la política de aguas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-06-06","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4957","10","Comienzo de estudios de la viruela del mono en el complejo hospitalario universitario de gran canaria doctor negrín, dirigida al sr. consejero de sanidad.","2022-06-06","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4958","10","Número de reuniones de trabajo que se mantuvieron en la imex de frankfurt, dirigida a la sra. consejera de turismo, industria y comercio.","2022-06-06","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4959","10","Número de expedientes sancionadores en trámite derivados de los incumplimientos de la directiva 2000/60/ce del parlamento europeo y del consejo, de 23 de octubre de 2000, por la que se establece un marco comunitario de actuación en el ámbito de la política de aguas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-06-06","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4907","10","La estrategia para acabar con el tabaco en las playas canarias, dirigida al sr. consejero de sanidad.","2022-05-31","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4908","10","Las obras en materia sanitaria proyectadas en lanzarote, dirigida al sr. consejero de sanidad.","2022-05-31","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4909","10","El acuerdo con el cabildo de lanzarote en relación a la evaluación ambiental, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-05-31","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4910","10","El acuerdo adoptado en lisboa en el 27.º pleno del comité mixto de frutas y hortalizas francia-españa-italia-portugal, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4960","10","Solicitud de la naviera fred olsen para operar en la ruta órzola-la graciosa, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-06-07","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4886","10","Colegios e institutos pendientes de retirada de amianto, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-24","Cerrada","Ordinario","Retirada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4887","10","El balance actual de la eficacia del sistema de seguimiento integral de los casos de violencia de género viogen, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-05-24","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4888","10","Aplicación en canarias del real decreto 1086/2020 de flexibilización en materia de higiene alimentaria en lo referente a establecimientos alimentarios pequeños, con poca producción o que elaboran productos tradicionales, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-05-24","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4862","10","La evolución del número de desempleados, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4863","10","Proyectos que se han acogido al plan de recuperación, transformación y resiliencia puesto en marcha por el gobierno de españa, a partir de los fondos next generation eu, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4864","10","Previsión de la evolución de la economía canaria para este año, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4865","10","Las primeras jornadas farmacéuticas mauritanas celebradas en nuakchot, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4961","10","El cultivo de manzanero pajarita en el valle de la orotava y sus posibles estrategias de valorización y cultivo, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-07","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4962","10","Previsión de un cambio de modelo de gestión en el instituto canario de hemodonación y hemoterapia que incluya la privatización del servicio, dirigida al sr. consejero de sanidad.","2022-06-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4963","10","Previsión de desarrollo reglamentario de la actividad de intervención administrativa sobre las explotaciones de energía geotérmica que ordena la disposición final decimotercera del decreto ley 15/2020 de 10 de septiembre, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-06-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4964","10","Constancia de que se esté promoviendo la modificación de la ley 11/1986, de 11 de diciembre, de creación y regulación del instituto canario de hemodonación y hemoterapia. para proceder a su privatización, dirigida al sr. consjero de hacienda, presupuestos y asuntos europeos.","2022-06-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4965","10","Finalidad con que se tiene prevista la modificación de la ley 11/1986, de 11 de diciembre, de creación y regulación del instituto canario de hemodonación y hemoterapia, dirigida al sr. consejero de sanidad.","2022-06-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4911","10","La decisión de otorgar un contrato de mascarillas, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4912","10","Criterios de solvencia y capacidad técnica y económica que se exigieron a la hora de formalizar el contrato de mascarillas, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4913","10","Razón para que no se recurriera a un proveedor habitual de material sanitario en el contrato de mascarillas, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4914","10","Si las mascarillas modelo y marca 3m 1860 n95 son ffp2 o ffp3, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4915","10","Garantías o avales que se pidieron a la empresa cuando se le abonó el total del contrato, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4916","10","La orden de pago de la totalidad del precio del contrato de mascarillas sin que se entregasen las mismas, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4917","10","La razón para que una vez se tiene constancia de la falsificación de las mascarillas no se denunciara en el juzgado correspondiente, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4918","10","Fecha de comunicación a la presidencia del gobierno que había serios indicios de que el contrato de mascarillas no se iba a cumplir, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4919","10","Fecha en que se comunica a la presidencia del gobierno que la fiscalía está investigando al servicio canario de la salud por el contrato de las mascarillas, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4920","10","Consejería encargada de recuperar el dinero que se pagó en el contrato de las mascarillas y desde qué fecha tiene encomendada esa misión, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
